,class_label
20201MP68_20200411_050000_106,1
20201MP68_20200411_050000_107,1
20201MP68_20200411_050000_108,1
20201MP68_20200411_050000_109,1
20201MP68_20200411_050000_11,1
20201MP68_20200411_050000_110,1
20201MP68_20200411_050000_111,1
20201MP68_20200411_050000_112,1
20201MP68_20200411_050000_113,1
20201MP68_20200411_050000_114,1
20201MP68_20200411_050000_116,1
20201MP68_20200411_050000_117,4
20201MP68_20200411_050000_118,4
20201MP68_20200411_050000_119,4
20201MP68_20200411_050000_12,1
20201MP68_20200411_050000_120,4
20201MP68_20200411_050000_121,4
20201MP68_20200411_050000_122,4
20201MP68_20200411_050000_123,4
20201MP68_20200411_050000_124,4
20201MP68_20200411_050000_125,4
20201MP68_20200411_050000_126,4
20201MP68_20200411_050000_127,4
20201MP68_20200411_050000_128,4
20201MP68_20200411_050000_129,4
20201MP68_20200411_050000_13,1
20201MP68_20200411_050000_130,4
20201MP68_20200411_050000_131,4
20201MP68_20200411_050000_132,4
20201MP68_20200411_050000_133,4
20201MP68_20200411_050000_134,4
20201MP68_20200411_050000_135,4
20201MP68_20200411_050000_136,4
20201MP68_20200411_050000_137,4
20201MP68_20200411_050000_138,4
20201MP68_20200411_050000_139,4
20201MP68_20200411_050000_14,1
20201MP68_20200411_050000_142,4
20201MP68_20200411_050000_143,4
20201MP68_20200411_050000_144,4
20201MP68_20200411_050000_15,1
20201MP68_20200411_050000_159,3
20201MP68_20200411_050000_16,1
20201MP68_20200411_050000_164,1
20201MP68_20200411_050000_165,1
20201MP68_20200411_050000_166,1
20201MP68_20200411_050000_167,1
20201MP68_20200411_050000_168,1
20201MP68_20200411_050000_169,1
20201MP68_20200411_050000_17,1
20201MP68_20200411_050000_170,1
20201MP68_20200411_050000_173,1
20201MP68_20200411_050000_175,1
20201MP68_20200411_050000_177,1
20201MP68_20200411_050000_18,1
20201MP68_20200411_050000_19,1
20201MP68_20200411_050000_2,1
20201MP68_20200411_050000_20,1
20201MP68_20200411_050000_21,1
20201MP68_20200411_050000_23,3
20201MP68_20200411_050000_24,3
20201MP68_20200411_050000_27,3
20201MP68_20200411_050000_28,3
20201MP68_20200411_050000_29,3
20201MP68_20200411_050000_3,1
20201MP68_20200411_050000_31,3
20201MP68_20200411_050000_32,3
20201MP68_20200411_050000_33,3
20201MP68_20200411_050000_34,4
20201MP68_20200411_050000_35,4
20201MP68_20200411_050000_36,4
20201MP68_20200411_050000_37,4
20201MP68_20200411_050000_38,4
20201MP68_20200411_050000_39,4
20201MP68_20200411_050000_4,1
20201MP68_20200411_050000_41,4
20201MP68_20200411_050000_42,4
20201MP68_20200411_050000_43,4
20201MP68_20200411_050000_44,4
20201MP68_20200411_050000_45,4
20201MP68_20200411_050000_46,4
20201MP68_20200411_050000_47,4
20201MP68_20200411_050000_48,4
20201MP68_20200411_050000_49,4
20201MP68_20200411_050000_50,4
20201MP68_20200411_050000_51,4
20201MP68_20200411_050000_52,4
20201MP68_20200411_050000_53,4
20201MP68_20200411_050000_54,4
20201MP68_20200411_050000_55,4
20201MP68_20200411_050000_56,4
20201MP68_20200411_050000_57,1
20201MP68_20200411_050000_58,1
20201MP68_20200411_050000_59,1
20201MP68_20200411_050000_6,1
20201MP68_20200411_050000_61,1
20201MP68_20200411_050000_62,1
20201MP68_20200411_050000_63,1
20201MP68_20200411_050000_64,1
20201MP68_20200411_050000_65,1
20201MP68_20200411_050000_66,1
20201MP68_20200411_050000_67,1
20201MP68_20200411_050000_68,1
20201MP68_20200411_050000_69,1
20201MP68_20200411_050000_7,1
20201MP68_20200411_050000_70,1
20201MP68_20200411_050000_71,1
20201MP68_20200411_050000_72,1
20201MP68_20200411_050000_73,1
20201MP68_20200411_050000_74,1
20201MP68_20200411_050000_75,1
20201MP68_20200411_050000_76,1
20201MP68_20200411_050000_77,1
20201MP68_20200411_050000_78,1
20201MP68_20200411_050000_79,1
20201MP68_20200411_050000_8,1
20201MP68_20200411_050000_80,1
20201MP68_20200411_050000_81,1
20201MP68_20200411_050000_82,1
20201MP68_20200411_050000_83,1
20201MP68_20200411_050000_84,1
20201MP68_20200411_050000_85,1
20201MP68_20200411_050000_86,1
20201MP68_20200411_050000_87,1
20201MP68_20200411_050000_88,1
20201MP68_20200411_050000_89,1
20201MP68_20200411_050000_9,1
20201MP68_20200411_050000_91,1
20201MP68_20200411_050000_92,1
20201MP68_20200411_050000_93,1
20201MP68_20200411_050000_94,1
20201MP68_20200411_050000_95,1
20201MP68_20200411_050000_96,1
20201MP68_20200411_050000_97,1
20201MP68_20200411_050000_98,1
20201MP68_20200411_050000_99,1
20201MP68_20200412_040000_0,1
20201MP68_20200412_040000_1,1
20201MP68_20200412_040000_10,1
20201MP68_20200412_040000_100,2
20201MP68_20200412_040000_101,2
20201MP68_20200412_040000_103,2
20201MP68_20200412_040000_105,2
20201MP68_20200412_040000_106,2
20201MP68_20200412_040000_107,2
20201MP68_20200412_040000_108,2
20201MP68_20200412_040000_109,2
20201MP68_20200412_040000_11,1
20201MP68_20200412_040000_110,2
20201MP68_20200412_040000_111,2
20201MP68_20200412_040000_112,2
20201MP68_20200412_040000_113,2
20201MP68_20200412_040000_114,2
20201MP68_20200412_040000_115,2
20201MP68_20200412_040000_116,2
20201MP68_20200412_040000_117,2
20201MP68_20200412_040000_118,2
20201MP68_20200412_040000_119,2
20201MP68_20200412_040000_12,1
20201MP68_20200412_040000_121,2
20201MP68_20200412_040000_122,2
20201MP68_20200412_040000_123,2
20201MP68_20200412_040000_124,2
20201MP68_20200412_040000_126,2
20201MP68_20200412_040000_127,2
20201MP68_20200412_040000_128,2
20201MP68_20200412_040000_129,2
20201MP68_20200412_040000_13,1
20201MP68_20200412_040000_130,2
20201MP68_20200412_040000_131,2
20201MP68_20200412_040000_132,2
20201MP68_20200412_040000_133,2
20201MP68_20200412_040000_134,2
20201MP68_20200412_040000_135,2
20201MP68_20200412_040000_136,2
20201MP68_20200412_040000_137,2
20201MP68_20200412_040000_139,2
20201MP68_20200412_040000_14,1
20201MP68_20200412_040000_140,4
20201MP68_20200412_040000_141,4
20201MP68_20200412_040000_142,4
20201MP68_20200412_040000_143,4
20201MP68_20200412_040000_144,4
20201MP68_20200412_040000_145,4
20201MP68_20200412_040000_146,4
20201MP68_20200412_040000_147,4
20201MP68_20200412_040000_148,4
20201MP68_20200412_040000_149,4
20201MP68_20200412_040000_15,1
20201MP68_20200412_040000_150,4
20201MP68_20200412_040000_151,1
20201MP68_20200412_040000_152,1
20201MP68_20200412_040000_153,1
20201MP68_20200412_040000_154,1
20201MP68_20200412_040000_155,1
20201MP68_20200412_040000_156,1
20201MP68_20200412_040000_157,1
20201MP68_20200412_040000_158,1
20201MP68_20200412_040000_159,1
20201MP68_20200412_040000_16,1
20201MP68_20200412_040000_160,1
20201MP68_20200412_040000_161,1
20201MP68_20200412_040000_162,1
20201MP68_20200412_040000_163,1
20201MP68_20200412_040000_164,1
20201MP68_20200412_040000_165,1
20201MP68_20200412_040000_17,1
20201MP68_20200412_040000_18,1
20201MP68_20200412_040000_19,1
20201MP68_20200412_040000_2,1
20201MP68_20200412_040000_20,5
20201MP68_20200412_040000_21,5
20201MP68_20200412_040000_22,5
20201MP68_20200412_040000_23,5
20201MP68_20200412_040000_24,5
20201MP68_20200412_040000_28,5
20201MP68_20200412_040000_3,1
20201MP68_20200412_040000_37,3
20201MP68_20200412_040000_38,3
20201MP68_20200412_040000_39,3
20201MP68_20200412_040000_4,1
20201MP68_20200412_040000_40,3
20201MP68_20200412_040000_42,3
20201MP68_20200412_040000_43,3
20201MP68_20200412_040000_44,3
20201MP68_20200412_040000_45,3
20201MP68_20200412_040000_46,3
20201MP68_20200412_040000_47,3
20201MP68_20200412_040000_49,3
20201MP68_20200412_040000_5,1
20201MP68_20200412_040000_50,3
20201MP68_20200412_040000_51,3
20201MP68_20200412_040000_52,3
20201MP68_20200412_040000_54,3
20201MP68_20200412_040000_55,3
20201MP68_20200412_040000_57,3
20201MP68_20200412_040000_59,3
20201MP68_20200412_040000_6,1
20201MP68_20200412_040000_60,3
20201MP68_20200412_040000_62,6
20201MP68_20200412_040000_67,6
20201MP68_20200412_040000_68,3
20201MP68_20200412_040000_69,3
20201MP68_20200412_040000_7,1
20201MP68_20200412_040000_70,3
20201MP68_20200412_040000_71,3
20201MP68_20200412_040000_72,4
20201MP68_20200412_040000_73,4
20201MP68_20200412_040000_74,4
20201MP68_20200412_040000_75,4
20201MP68_20200412_040000_76,4
20201MP68_20200412_040000_77,4
20201MP68_20200412_040000_78,4
20201MP68_20200412_040000_79,4
20201MP68_20200412_040000_8,1
20201MP68_20200412_040000_80,4
20201MP68_20200412_040000_81,4
20201MP68_20200412_040000_82,4
20201MP68_20200412_040000_83,4
20201MP68_20200412_040000_84,4
20201MP68_20200412_040000_85,4
20201MP68_20200412_040000_86,4
20201MP68_20200412_040000_87,4
20201MP68_20200412_040000_88,4
20201MP68_20200412_040000_89,4
20201MP68_20200412_040000_9,1
20201MP68_20200412_040000_90,4
20201MP68_20200412_040000_91,4
20201MP68_20200412_040000_92,4
20201MP68_20200412_040000_93,4
20201MP68_20200412_040000_94,4
20201MP68_20200412_040000_95,4
20201MP68_20200412_040000_96,4
20201MP68_20200412_040000_97,4
20201MP68_20200412_040000_98,4
20201MP68_20200412_040000_99,2
20201MP68_20200412_050000_0,4
20201MP68_20200412_050000_1,4
20201MP68_20200412_050000_10,4
20201MP68_20200412_050000_11,4
20201MP68_20200412_050000_12,4
20201MP68_20200412_050000_13,4
20201MP68_20200412_050000_14,4
20201MP68_20200412_050000_15,4
20201MP68_20200412_050000_16,4
20201MP68_20200412_050000_17,4
20201MP68_20200412_050000_18,4
20201MP68_20200412_050000_19,1
20201MP68_20200412_050000_2,4
20201MP68_20200412_050000_20,1
20201MP68_20200412_050000_21,1
20201MP68_20200412_050000_22,1
20201MP68_20200412_050000_23,4
20201MP68_20200412_050000_3,4
20201MP68_20200412_050000_4,4
20201MP68_20200412_050000_5,4
20201MP68_20200412_050000_6,4
20201MP68_20200412_050000_7,4
20201MP68_20200412_050000_8,4
20201MP68_20200412_050000_9,4
20201MP68_20200412_060000_14,3
20201MP68_20200412_060000_15,3
20201MP68_20200412_060000_18,3
20201MP68_20200412_060000_23,4
20201MP68_20200412_060000_24,4
20201MP68_20200412_060000_25,4
20201MP68_20200412_060000_31,0
20201MP77_20200415_050000_0,2
20201MP77_20200415_050000_1,2
20201MP77_20200415_050000_4,2
20201MP77_20200415_050000_5,2
20201MP77_20200415_050000_6,2
20201MP77_20200415_050000_7,2
20201MP77_20200415_050000_9,2
20201MP77_20200415_060000_0,1
20201MP77_20200415_060000_2,1
20201MP77_20200415_060000_3,1
20201MP77_20200415_060000_4,1
20201MP77_20200415_070000_0,2
20201MP77_20200415_070000_1,2
20201MP77_20200416_050000_1,1
20201MP77_20200416_050000_10,1
20201MP77_20200416_050000_11,1
20201MP77_20200416_050000_12,1
20201MP77_20200416_050000_13,1
20201MP77_20200416_050000_2,1
20201MP77_20200416_050000_4,1
20201MP77_20200416_050000_5,1
20201MP77_20200416_050000_6,1
20201MP77_20200416_050000_7,1
20201MP77_20200416_050000_8,1
20201MP77_20200416_060000_3,3
20201MP77_20200416_060000_6,0
20201MP77_20200416_070000_0,1
20201MP77_20200416_070000_1,1
20201MP77_20200416_070000_10,3
20201MP77_20200416_070000_14,0
20201MP77_20200416_070000_2,1
20201MP77_20200416_070000_23,0
20201MP77_20200416_070000_24,0
20201MP77_20200416_070000_3,1
20201MP77_20200416_070000_4,1
20201MP77_20200416_070000_5,1
20201MP77_20200416_070000_6,1
20201MP77_20200416_070000_7,1
20201MP77_20200416_070000_8,1
20201MP77_20200416_070000_9,3
20201MP77_20200416_080000_0,0
20201MP77_20200416_080000_1,0
20201MP77_20200416_080000_10,0
20201MP77_20200416_080000_11,0
20201MP77_20200416_080000_12,0
20201MP77_20200416_080000_14,0
20201MP77_20200416_080000_15,0
20201MP77_20200416_080000_16,0
20201MP77_20200416_080000_17,0
20201MP77_20200416_080000_18,0
20201MP77_20200416_080000_19,0
20201MP77_20200416_080000_2,0
20201MP77_20200416_080000_20,0
20201MP77_20200416_080000_3,0
20201MP77_20200416_080000_4,0
20201MP77_20200416_080000_5,0
20201MP77_20200416_080000_6,0
20201MP77_20200416_080000_7,0
20201MP77_20200416_080000_8,0
20201MP77_20200416_080000_9,0
20201MP77_20200417_050000_0,1
20201MP77_20200417_050000_1,1
20201MP77_20200417_050000_2,1
20201MP77_20200417_050000_3,1
20201MP77_20200417_050000_4,1
20201MP77_20200417_050000_5,1
20201MP77_20200417_050000_6,1
20201MP77_20200417_050000_7,1
20201MP77_20200417_070000_10,0
20201MP77_20200417_070000_11,0
20201MP77_20200417_070000_12,0
20201MP77_20200417_070000_14,0
20201MP77_20200417_070000_15,0
20201MP77_20200417_070000_8,0
20201MP96_20200430_050000_10,3
20201MP96_20200430_050000_13,3
20201MP96_20200430_050000_15,3
20201MP96_20200430_050000_16,3
20201MP96_20200430_050000_17,3
20201MP96_20200430_050000_18,3
20201MP96_20200430_050000_19,3
20201MP96_20200430_050000_20,3
20201MP96_20200430_050000_21,3
20201MP96_20200430_050000_22,3
20201MP96_20200430_050000_23,3
20201MP96_20200430_050000_29,2
20201MP96_20200430_050000_3,3
20201MP96_20200430_050000_30,2
20201MP96_20200430_050000_32,2
20201MP96_20200430_050000_33,2
20201MP96_20200430_050000_4,3
20201MP96_20200430_050000_5,3
20201MP96_20200430_050000_7,3
20201MP96_20200430_050000_8,3
20201MP96_20200430_060000_1,2
20201MP96_20200430_060000_10,1
20201MP96_20200430_060000_11,1
20201MP96_20200430_060000_12,1
20201MP96_20200430_060000_13,1
20201MP96_20200430_060000_14,1
20201MP96_20200430_060000_15,1
20201MP96_20200430_060000_16,1
20201MP96_20200430_060000_17,1
20201MP96_20200430_060000_18,1
20201MP96_20200430_060000_19,1
20201MP96_20200430_060000_2,2
20201MP96_20200430_060000_20,1
20201MP96_20200430_060000_21,1
20201MP96_20200430_060000_22,1
20201MP96_20200430_060000_24,1
20201MP96_20200430_060000_25,1
20201MP96_20200430_060000_26,2
20201MP96_20200430_060000_27,0
20201MP96_20200430_060000_29,3
20201MP96_20200430_060000_3,1
20201MP96_20200430_060000_30,3
20201MP96_20200430_060000_31,3
20201MP96_20200430_060000_32,3
20201MP96_20200430_060000_34,2
20201MP96_20200430_060000_4,1
20201MP96_20200430_060000_5,1
20201MP96_20200430_060000_7,1
20201MP96_20200430_060000_8,1
20201MP96_20200430_060000_9,1
20201MP96_20200501_040000_0,0
20201MP96_20200501_040000_1,0
20201MP96_20200501_040000_2,0
20201MP96_20200501_040000_7,2
20201MP96_20200501_050000_0,2
20201MP96_20200501_050000_10,1
20201MP96_20200501_050000_11,1
20201MP96_20200501_050000_13,1
20201MP96_20200501_050000_14,1
20201MP96_20200501_050000_15,1
20201MP96_20200501_050000_16,1
20201MP96_20200501_050000_17,1
20201MP96_20200501_050000_18,1
20201MP96_20200501_050000_19,1
20201MP96_20200501_050000_2,2
20201MP96_20200501_050000_20,1
20201MP96_20200501_050000_21,1
20201MP96_20200501_050000_22,1
20201MP96_20200501_050000_23,1
20201MP96_20200501_050000_24,1
20201MP96_20200501_050000_26,2
20201MP96_20200501_050000_31,2
20201MP96_20200501_050000_33,0
20201MP96_20200501_050000_34,0
20201MP96_20200501_050000_35,0
20201MP96_20200501_050000_37,0
20201MP96_20200501_050000_38,0
20201MP96_20200501_050000_39,0
20201MP96_20200501_050000_40,0
20201MP96_20200501_050000_41,0
20201MP96_20200501_050000_42,0
20201MP96_20200501_050000_43,0
20201MP96_20200501_050000_44,0
20201MP96_20200501_050000_45,0
20201MP96_20200501_050000_49,2
20201MP96_20200501_050000_5,1
20201MP96_20200501_050000_50,2
20201MP96_20200501_050000_51,2
20201MP96_20200501_050000_52,2
20201MP96_20200501_050000_53,2
20201MP96_20200501_050000_57,2
20201MP96_20200501_050000_7,1
20201MP96_20200501_050000_8,1
20201MP96_20200501_050000_9,1
20201MP96_20200502_050000_0,3
20201MP96_20200502_050000_1,3
20201MP96_20200502_060000_0,1
20201MP96_20200502_070000_10,3
20201MP96_20200502_070000_11,3
20201MP96_20200502_070000_12,3
20201MP96_20200502_070000_14,3
20201MP96_20200502_070000_15,3
20201MP96_20200502_070000_16,3
20201MP96_20200502_070000_17,3
20201MP96_20200502_070000_2,3
20201MP96_20200502_070000_20,1
20201MP96_20200502_070000_21,1
20201MP96_20200502_070000_22,1
20201MP96_20200502_070000_23,1
20201MP96_20200502_070000_24,1
20201MP96_20200502_070000_25,1
20201MP96_20200502_070000_26,1
20201MP96_20200502_070000_27,1
20201MP96_20200502_070000_29,0
20201MP96_20200502_070000_3,3
20201MP96_20200502_070000_30,0
20201MP96_20200502_070000_31,0
20201MP96_20200502_070000_32,0
20201MP96_20200502_070000_33,0
20201MP96_20200502_070000_34,0
20201MP96_20200502_070000_35,0
20201MP96_20200502_070000_37,3
20201MP96_20200502_070000_38,3
20201MP96_20200502_070000_39,3
20201MP96_20200502_070000_4,3
20201MP96_20200502_070000_5,3
20201MP96_20200502_070000_6,3
20201MP96_20200502_070000_7,3
20201MP96_20200502_070000_8,3
20201MP96_20200502_070000_9,3
20201O36_20200424_040000_1,5
20201O36_20200424_040000_10,5
20201O36_20200424_040000_11,5
20201O36_20200424_040000_12,5
20201O36_20200424_040000_13,5
20201O36_20200424_040000_14,5
20201O36_20200424_040000_15,5
20201O36_20200424_040000_16,5
20201O36_20200424_040000_17,5
20201O36_20200424_040000_18,5
20201O36_20200424_040000_19,5
20201O36_20200424_040000_2,5
20201O36_20200424_040000_21,5
20201O36_20200424_040000_23,5
20201O36_20200424_040000_24,5
20201O36_20200424_040000_25,5
20201O36_20200424_040000_26,5
20201O36_20200424_040000_28,5
20201O36_20200424_040000_29,5
20201O36_20200424_040000_3,5
20201O36_20200424_040000_31,5
20201O36_20200424_040000_34,5
20201O36_20200424_040000_4,5
20201O36_20200424_040000_42,1
20201O36_20200424_040000_43,1
20201O36_20200424_040000_50,1
20201O36_20200424_040000_58,4
20201O36_20200424_040000_6,5
20201O36_20200424_040000_60,4
20201O36_20200424_040000_63,4
20201O36_20200424_040000_69,4
20201O36_20200424_040000_7,5
20201O36_20200424_040000_70,4
20201O36_20200424_040000_71,4
20201O36_20200424_040000_72,4
20201O36_20200424_040000_73,4
20201O36_20200424_040000_75,4
20201O36_20200424_040000_76,4
20201O36_20200424_040000_77,4
20201O36_20200424_040000_78,4
20201O36_20200424_040000_8,5
20201O36_20200424_040000_80,4
20201O36_20200424_040000_82,4
20201O36_20200424_050000_0,0
20201O36_20200424_050000_1,0
20201O36_20200424_050000_2,0
20201O36_20200424_050000_4,0
20201O36_20200424_050000_5,0
20201O36_20200424_050000_6,0
20201O36_20200424_050000_8,0
20201O36_20200424_050000_9,0
20201O36_20200425_040000_1,2
20201O36_20200425_040000_100,1
20201O36_20200425_040000_101,1
20201O36_20200425_040000_102,1
20201O36_20200425_040000_103,1
20201O36_20200425_040000_104,1
20201O36_20200425_040000_105,1
20201O36_20200425_040000_106,1
20201O36_20200425_040000_107,1
20201O36_20200425_040000_108,1
20201O36_20200425_040000_109,1
20201O36_20200425_040000_110,1
20201O36_20200425_040000_111,1
20201O36_20200425_040000_112,1
20201O36_20200425_040000_113,1
20201O36_20200425_040000_114,1
20201O36_20200425_040000_115,1
20201O36_20200425_040000_116,1
20201O36_20200425_040000_117,1
20201O36_20200425_040000_118,1
20201O36_20200425_040000_119,1
20201O36_20200425_040000_120,1
20201O36_20200425_040000_121,1
20201O36_20200425_040000_124,0
20201O36_20200425_040000_125,0
20201O36_20200425_040000_126,0
20201O36_20200425_040000_127,0
20201O36_20200425_040000_128,0
20201O36_20200425_040000_129,0
20201O36_20200425_040000_130,0
20201O36_20200425_040000_131,0
20201O36_20200425_040000_132,0
20201O36_20200425_040000_133,0
20201O36_20200425_040000_134,0
20201O36_20200425_040000_135,0
20201O36_20200425_040000_136,0
20201O36_20200425_040000_137,0
20201O36_20200425_040000_138,0
20201O36_20200425_040000_139,0
20201O36_20200425_040000_140,0
20201O36_20200425_040000_141,0
20201O36_20200425_040000_143,0
20201O36_20200425_040000_145,0
20201O36_20200425_040000_146,0
20201O36_20200425_040000_147,0
20201O36_20200425_040000_148,0
20201O36_20200425_040000_149,0
20201O36_20200425_040000_150,0
20201O36_20200425_040000_151,0
20201O36_20200425_040000_152,0
20201O36_20200425_040000_153,0
20201O36_20200425_040000_154,0
20201O36_20200425_040000_155,0
20201O36_20200425_040000_156,0
20201O36_20200425_040000_157,0
20201O36_20200425_040000_158,0
20201O36_20200425_040000_159,0
20201O36_20200425_040000_160,0
20201O36_20200425_040000_161,0
20201O36_20200425_040000_162,0
20201O36_20200425_040000_163,0
20201O36_20200425_040000_164,0
20201O36_20200425_040000_165,0
20201O36_20200425_040000_166,0
20201O36_20200425_040000_167,0
20201O36_20200425_040000_168,0
20201O36_20200425_040000_169,0
20201O36_20200425_040000_17,4
20201O36_20200425_040000_170,0
20201O36_20200425_040000_171,0
20201O36_20200425_040000_172,0
20201O36_20200425_040000_173,0
20201O36_20200425_040000_174,0
20201O36_20200425_040000_175,0
20201O36_20200425_040000_176,0
20201O36_20200425_040000_177,0
20201O36_20200425_040000_178,0
20201O36_20200425_040000_179,4
20201O36_20200425_040000_18,4
20201O36_20200425_040000_182,4
20201O36_20200425_040000_189,4
20201O36_20200425_040000_19,4
20201O36_20200425_040000_190,4
20201O36_20200425_040000_191,4
20201O36_20200425_040000_193,4
20201O36_20200425_040000_194,4
20201O36_20200425_040000_195,4
20201O36_20200425_040000_196,4
20201O36_20200425_040000_197,5
20201O36_20200425_040000_198,5
20201O36_20200425_040000_2,2
20201O36_20200425_040000_20,4
20201O36_20200425_040000_21,4
20201O36_20200425_040000_23,4
20201O36_20200425_040000_25,4
20201O36_20200425_040000_26,4
20201O36_20200425_040000_28,2
20201O36_20200425_040000_29,2
20201O36_20200425_040000_3,2
20201O36_20200425_040000_31,2
20201O36_20200425_040000_32,2
20201O36_20200425_040000_33,2
20201O36_20200425_040000_34,2
20201O36_20200425_040000_35,2
20201O36_20200425_040000_36,2
20201O36_20200425_040000_37,2
20201O36_20200425_040000_38,2
20201O36_20200425_040000_4,2
20201O36_20200425_040000_40,2
20201O36_20200425_040000_41,2
20201O36_20200425_040000_42,2
20201O36_20200425_040000_43,2
20201O36_20200425_040000_44,2
20201O36_20200425_040000_45,2
20201O36_20200425_040000_46,2
20201O36_20200425_040000_47,2
20201O36_20200425_040000_48,2
20201O36_20200425_040000_49,2
20201O36_20200425_040000_5,2
20201O36_20200425_040000_50,2
20201O36_20200425_040000_51,2
20201O36_20200425_040000_53,2
20201O36_20200425_040000_54,2
20201O36_20200425_040000_57,2
20201O36_20200425_040000_58,2
20201O36_20200425_040000_59,2
20201O36_20200425_040000_60,2
20201O36_20200425_040000_61,2
20201O36_20200425_040000_62,2
20201O36_20200425_040000_63,2
20201O36_20200425_040000_65,2
20201O36_20200425_040000_66,1
20201O36_20200425_040000_67,1
20201O36_20200425_040000_68,1
20201O36_20200425_040000_69,1
20201O36_20200425_040000_7,2
20201O36_20200425_040000_70,1
20201O36_20200425_040000_71,1
20201O36_20200425_040000_72,1
20201O36_20200425_040000_73,1
20201O36_20200425_040000_74,1
20201O36_20200425_040000_75,1
20201O36_20200425_040000_76,1
20201O36_20200425_040000_77,1
20201O36_20200425_040000_78,1
20201O36_20200425_040000_79,1
20201O36_20200425_040000_80,1
20201O36_20200425_040000_81,1
20201O36_20200425_040000_82,1
20201O36_20200425_040000_83,1
20201O36_20200425_040000_84,1
20201O36_20200425_040000_85,1
20201O36_20200425_040000_86,1
20201O36_20200425_040000_87,1
20201O36_20200425_040000_88,1
20201O36_20200425_040000_89,1
20201O36_20200425_040000_90,1
20201O36_20200425_040000_91,1
20201O36_20200425_040000_92,1
20201O36_20200425_040000_93,1
20201O36_20200425_040000_94,1
20201O36_20200425_040000_95,1
20201O36_20200425_040000_96,1
20201O36_20200425_040000_97,1
20201O36_20200425_040000_98,1
20201O36_20200425_040000_99,1
20201O36_20200425_050000_0,5
20201O36_20200425_050000_1,5
20201O36_20200425_050000_10,5
20201O36_20200425_050000_14,5
20201O36_20200425_050000_16,5
20201O36_20200425_050000_18,5
20201O36_20200425_050000_19,5
20201O36_20200425_050000_20,5
20201O36_20200425_050000_21,5
20201O36_20200425_050000_22,5
20201O36_20200425_050000_23,5
20201O36_20200425_050000_26,2
20201O36_20200425_050000_28,2
20201O36_20200425_050000_29,2
20201O36_20200425_050000_30,2
20201O36_20200425_050000_31,2
20201O36_20200425_050000_32,2
20201O36_20200425_050000_33,2
20201O36_20200425_050000_34,2
20201O36_20200425_050000_35,2
20201O36_20200425_050000_36,2
20201O36_20200425_050000_37,2
20201O36_20200425_050000_38,2
20201O36_20200425_050000_39,2
20201O36_20200425_050000_5,5
20201O36_20200425_050000_6,5
20201O36_20200425_050000_7,5
20201O36_20200425_050000_8,5
20201O36_20200425_050000_87,0
20201O36_20200425_050000_88,0
20201O36_20200425_050000_89,0
20201O36_20200425_050000_9,5
20201O36_20200425_050000_90,0
20201O36_20200425_050000_92,0
20201O36_20200425_050000_93,0
20201O36_20200425_050000_94,0
20201O36_20200425_050000_95,0
20201O36_20200426_040000_100,5
20201O36_20200426_040000_101,5
20201O36_20200426_040000_102,5
20201O36_20200426_040000_103,5
20201O36_20200426_040000_104,5
20201O36_20200426_040000_105,5
20201O36_20200426_040000_106,5
20201O36_20200426_040000_107,5
20201O36_20200426_040000_109,5
20201O36_20200426_040000_11,1
20201O36_20200426_040000_110,0
20201O36_20200426_040000_111,0
20201O36_20200426_040000_112,0
20201O36_20200426_040000_113,0
20201O36_20200426_040000_114,0
20201O36_20200426_040000_115,0
20201O36_20200426_040000_116,0
20201O36_20200426_040000_118,0
20201O36_20200426_040000_119,0
20201O36_20200426_040000_12,1
20201O36_20200426_040000_120,0
20201O36_20200426_040000_121,0
20201O36_20200426_040000_122,0
20201O36_20200426_040000_123,0
20201O36_20200426_040000_124,0
20201O36_20200426_040000_125,0
20201O36_20200426_040000_126,0
20201O36_20200426_040000_127,0
20201O36_20200426_040000_128,0
20201O36_20200426_040000_13,1
20201O36_20200426_040000_133,2
20201O36_20200426_040000_134,2
20201O36_20200426_040000_135,2
20201O36_20200426_040000_136,2
20201O36_20200426_040000_137,2
20201O36_20200426_040000_139,2
20201O36_20200426_040000_140,2
20201O36_20200426_040000_143,2
20201O36_20200426_040000_144,2
20201O36_20200426_040000_146,2
20201O36_20200426_040000_149,2
20201O36_20200426_040000_150,2
20201O36_20200426_040000_151,2
20201O36_20200426_040000_152,2
20201O36_20200426_040000_153,2
20201O36_20200426_040000_157,4
20201O36_20200426_040000_158,4
20201O36_20200426_040000_159,4
20201O36_20200426_040000_16,1
20201O36_20200426_040000_160,4
20201O36_20200426_040000_161,4
20201O36_20200426_040000_162,4
20201O36_20200426_040000_163,4
20201O36_20200426_040000_164,4
20201O36_20200426_040000_165,4
20201O36_20200426_040000_17,1
20201O36_20200426_040000_18,1
20201O36_20200426_040000_19,1
20201O36_20200426_040000_21,1
20201O36_20200426_040000_22,1
20201O36_20200426_040000_23,1
20201O36_20200426_040000_24,1
20201O36_20200426_040000_26,1
20201O36_20200426_040000_28,1
20201O36_20200426_040000_4,2
20201O36_20200426_040000_42,4
20201O36_20200426_040000_43,4
20201O36_20200426_040000_44,5
20201O36_20200426_040000_45,5
20201O36_20200426_040000_47,5
20201O36_20200426_040000_48,5
20201O36_20200426_040000_49,5
20201O36_20200426_040000_50,5
20201O36_20200426_040000_51,5
20201O36_20200426_040000_52,5
20201O36_20200426_040000_55,5
20201O36_20200426_040000_56,5
